user_id,item_list
124,346 1342 715 1198 8112 2590 859 3520 9878 34
126,131 766 8755 7521 617 6026 428 625 5585 7522
127,618 40 41 39 55 828 624 47 42 11
128,11 42 50 28 814 9266 2493 999 36 213
129,147 585 40 31 58 533 1542 199 14172 1825
130,148 116 736 593 831 766 378 175 207 18434
131,55 6967 117 198 939 159 510 1930 1805 3476
132,335 133 843 474 554 1754 563 1821 4616 316
134,186 4 80 122 56 2 77 174 201 144
135,15 132 446 2 763 48 22 566 891 103
136,8740 9766 1687 8683 11705 10912 11033 14089 13350 7784
137,313 376 157 467 430 93 1542 573 143 2
138,11 117 28 120 1670 50 47 500 17 4922
139,31 58 144 56 76 170 22 65 258 103
140,25 16 28 44 11 215 50 37 47 1415
141,624 5 253 1440 43 385 39 31 57 40
142,94 40 41 39 58 264 55 154 202 62
143,1573 28 480 1749 2724 33 830 691 578 68
144,9 35 133 168 144 318 254 139 269 171
145,56 144 16 149 42 8 47 28 1 122
146,85 93 38 514 230 520 120 51 603 323
147,2 44 80 95 157 1 71 16 174 48
148,265 20 279 4 1750 4344 1817 1442 669 7058
149,45 17 47 50 37 27 122 16450 111 145
151,1207 936 1067 621 281 191 236 754 716 537
152,45 85 80 389 159 157 886 320 66 326
153,17 27 42 145 37 136 363 277 14 730
154,55 58 76 1083 546 1214 1288 135 238 80
156,42 451 760 37 569 136 97 691 6 157
157,6197 7027 6725 17907 17896 17895 6428 7395 5724 3071
158,19 33 1 35 250 95 65 157 220 144
160,2955 134 327 141 22 65 73 156 815 181
163,44 5 1098 352 71 3259 89 2077 16 343
164,44 61 268 2599 4 181 155 243 79 241
165,3537 555 3870 3476 385 6309 2841 3789 5814 9270
167,33 48 319 103 4 1 56 61 807 558
168,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
171,11 28 145 13 433 399 136 1 98 582
172,40 76 3 102 280 133 416 212 300 425
173,320 2013 585 203 38 1 188 93 262 211
174,154 298 287 4031 1405 11515 21 1934 1393 1703
175,8 61 390 82 305 990 638 2149 330 827
177,27 8 145 80 16 136 157 220 266 567
178,128 112 23 248 1232 1 56 68 765 54
181,512 1321 2151 2255 1304 1932 1019 209 168 144
182,27 11 28 42 145 363 37 277 5 730
183,9741 16596 177 19084 3464 229 2751 1389 16 3972
184,47 27 50 220 462 42 2131 1 49 326
185,901 2326 1737 22 3872 316 48 1706 474 960
187,17 399 28 11 201 45 165 244 253 5
188,2791 3537 3407 85 2702 7145 808 2072 94 1032
189,4057 2582 94 5332 1198 159 5806 147 2963 540
191,2963 2577 738 1172 262 4953 39 31 2827 40
192,154 1057 446 1352 3372 105 73 22 831 1593
193,33 2053 22 2023 123 423 494 4467 4 196
194,21 131 1159 812 21332 10 4066 4102 20934 14138
196,509 3750 712 1846 401 910 44 1054 155 186
197,242 430 467 573 152 615 471 270 938 873
198,36 511 375 857 750 161 506 1073 832 403
199,94 34 99 897 681 627 392 955 1704 346
200,10 9 50 422 4247 9325 2989 117 560 51
201,174 251 73 1 48 272 2644 141 424 194
202,96 2424 2423 101 59 40 39 3620 1124 414
203,4066 4662 9528 8993 1822 3827 10232 21332 8765 510
205,2201 4 22 12243 8437 9405 8417 9943 9944 103
206,981 851 1568 117 120 500 159 510 459 16
207,238 72 1897 1931 94 278 199 590 135 6
208,41 39 58 22 837 2 45 978 76 662
210,433 399 582 316 474 1297 261 476 7995 292
211,323 214 603 1296 230 211 154 278 3189 177
212,712 1790 51 365 298 11 284 107 4110 81
215,15 1519 1210 1938 88 463 4288 551 8994 2841
216,510 985 62 500 178 957 22 160 105 498
217,144 35 258 168 184 310 240 56 87 803
218,43 57 109 348 88 123 901 16 598 879
219,107 81 88 43 210 26 13 682 98 109
220,7 137 68 4252 112 12798 13878 54 295 786
221,5 883 23 294 2231 1476 7792 981 11336 4864
223,903 732 441 1848 3372 531 7900 4100 371 84
225,250 385 67 404 238 541 1521 781 278 199
226,1555 68 19 112 54 43 84 98 627 57
227,116 175 20 22 4 309 103 142 580 378
228,61 189 75 74 7 190 53 20 79 519
229,132 170 566 36 1230 891 1044 763 243 1399
230,108 759 1203 831 167 1352 551 1460 3236 3612
231,85 28 42 50 202 15 9 107 101 1272
232,40 76 33 41 31 102 39 19 1578 55
233,476 96 182 2208 117 208 1267 159 324 510
234,28 42 47 11 136 145 37 27 774 1549
235,55 664 98 51 43 198 64 5 243 21
236,116 175 7 593 2162 736 378 1755 2446 12877
237,8 1112 1028 786 1283 998 739 16 1728 1219
238,80 157 2 174 33 8 4 45 456 48
239,390 89 1488 3620 3162 4941 3616 438 2007 5
240,119 433 2689 399 496 2913 1165 191 3460 1604
241,687 1027 4567 425 2247 482 423 1672 10 23
242,17628 10897 13333 4900 17641 5216 14537 3204 12370 19859
243,8 25 1191 3198 2453 1422 1481 3620 3162 265
245,1 2657 1093 172 61 190 93 1410 203 6249
246,1512 5039 2 9172 21141 21097 19004 210 3485 9823
247,56 168 310 382 184 325 474 146 843 350
248,30 2 6 168 63 20 1245 296 110 6613
249,39 55 3 1922 6043 5220 8407 1820 5774 7875
251,33 60 4 116 929 1020 14 65 552 134
253,80 44 1636 157 701 2103 4840 740 2 1114
254,612 1005 329 139 1620 994 415 33 48 1069
255,2386 828 4267 1051 92 250 1382 2257 2689 132
256,95 220 60 8 66 537 9 175 191 1428
257,681 955 80 170 702 301 20 157 631 174
258,585 1722 1367 389 4539 159 15 10 907 1307
259,45 5 181 621 191 537 1067 29 328 389
260,80 216 157 1 52 8 20 33 22 168
261,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
262,50 56 5 104 6 136 184 199 43 1603
263,133 950 139 825 135 67 314 933 258 5045
264,767 36 1714 1476 447 5180 7 3253 1104 8933
265,739 5414 4567 1 173 425 571 482 132 423
266,162 5453 7723 10642 2721 1114 4127 178 1811 2456
267,158 291 2513 257 774 730 112 1607 7294 3183
268,4100 6551 7900 3372 9843 16672 325 15146 733 630
269,35 122 104 168 17 28 244 532 27 50
270,39 58 3 401 596 813 255 78 88 130
271,59 160 259 584 15 451 956 536 648 685
273,555 1210 2841 600 443 769 1768 385 5547 722
274,1196 1100 2186 397 609 156 1503 2532 3959 552
275,496 476 8332 2208 2057 2689 762 2257 4334 1169
276,40 41 39 58 55 76 231 3 1326 398
277,561 376 430 573 10 117 985 500 1724 510
278,138 324 344 120 51 10 510 125 712 1227
279,112 1199 107 5906 15961 16619 8865 3248 11138 548
280,149 17286 8834 104 12162 412 35 19384 224 3724
281,40 41 39 31 17 618 47 27 11 50
282,116 66 8 80 67 278 1174 41 1043 31
283,35 104 9 31 40 144 135 238 55 220
285,572 203 789 40 41 39 44 571 38 8
286,19820 17608 440 680 17561 10913 15 321 566 472
287,40 41 31 39 1232 303 76 350 592 618
288,1095 52 690 44 25 8 1354 281 109 716
289,15 390 884 915 82 1438 69 101 1812 305
290,34 449 4057 3597 4704 5337 51 1092 365 4839
292,146 316 509 171 2401 761 314 1883 1006 48
293,19 4 103 115 265 80 174 8 279 48
294,15 36 291 53 1523 790 840 656 1254 2499
295,521 1630 1221 149 168 104 144 372 184 2449
297,44 17 1008 47 27 1871 512 11 2404 2540
299,45 191 389 465 537 80 754 415 792 1067
300,296 1004 267 1337 360 3092 407 3942 197 1357
301,39 31 58 3 298 1166 81 22 237 43
302,401 77 596 33 60 103 148 116 70 2
303,16 44 25 8 229 489 2166 14448 510 704
304,18990 469 19567 16226 17428 9264 4645 4952 18805 12431
305,29 117 159 510 751 1490 7 869 800 68
306,3325 179 596 249 734 29 252 601 712 813
307,4 207 77 60 5242 842 22 2906 5996 3453
308,716 51 19213 14586 15751 11784 4441 15279 8224 7849
309,43 15 101 29 165 98 36 13 133 356
310,16 401 596 51 8 2060 262 44 25 394
311,5772 3862 5977 716 9745 3454 1448 6279 11003 352
312,4094 6064 8328 12929 1304 512 5044 470 1321 12082
314,9 35 382 173 482 10 4437 118 620 224
315,401 9770 1431 51 596 96 601 138 81 12812
316,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
317,121 1040 3916 2139 3995 20400 3497 16279 11428 286
318,168 35 2967 4223 2208 56 3043 1267 9 5633
319,279 22 4 2736 2130 2 5831 3987 48 1436
320,10 44 315 4 3176 1199 2838 5137 16 927
321,107 131 51 256 29 379 1393 2 2641 559
322,682 769 722 600 778 771 578 80 760 239
323,45 7444 792 1024 906 4 880 156 102 1146
324,224 319 558 288 240 1417 310 382 206 1772
327,102 205 725 267 858 1501 398 609 1395 1004
328,1307 105 4516 18676 14742 2261 10737 490 20737 21496
329,3000 3644 9573 172 111 19 119 5 305 1803
330,171 254 314 269 1670 966 165 2283 1132 1089
331,1660 1301 109 15269 16163 11971 3230 4879 4635 4421
332,60 4 40 1092 148 39 41 48 175 2
334,12 458 615 1111 31 40 55 41 150 76
337,56 874 104 168 240 149 224 26 135 67
338,42 28 11 50 9 35 328 742 104 13
339,397 82 1100 983 42 35 1143 22 236 1642
340,4775 3976 1506 2056 327 816 4371 5841 124 16969
341,380 422 949 359 744 56 276 307 1180 137
342,9 4 56 26 600 131 107 1683 771 157
343,76 182 3 208 324 121 344 1451 498 23
344,94 34 262 627 99 681 1315 955 2129 15597
345,12 16 266 1303 25 52 4 405 152 150
346,17 16 47 28 80 44 1 50 54 157
347,411 45 11 841 28 905 904 291 389 17
349,146 22 1258 48 165 1209 867 938 254 5831
350,35 56 9 104 168 17 11 28 1286 27
351,438 2007 21 1467 63 1363 3095 2986 5502 2740
352,4855 29 10305 457 267 733 4430 5014 15004 16542
353,10 848 2 2468 3233 690 1863 233 18 69
354,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
355,41 31 55 3 54 283 7 592 490 618
356,134 33 8 1 28 48 11 37 50 47
357,778 771 722 122 174 111 2692 253 2800 1465
358,7 54 283 380 68 359 490 276 295 949
361,10307 41 40 8168 449 76 5996 3 5242 133
363,117 308 5317 500 51 1308 1493 282 321 2034
364,1321 1464 1197 2807 4749 1304 3661 3302 341 447
365,15 334 3439 660 85 1582 1352 101 709 2536
366,647 950 933 1684 106 1633 6 177 24 6036
367,15 325 12967 10669 13057 8028 7667 13679 101 15806
368,509 399 433 59 1054 12 160 582 405 414
369,60 2367 2501 148 4292 3945 156 2748 102 1075
370,313 242 376 345 4 467 430 101 14 1691
371,298 929 1046 107 2148 179 695 29 32 4773
373,1833 234 4223 3043 4211 2 702 3220 6110 1970
374,90 1244 44 16 2428 229 1563 112 4 18
375,103 33 22 65 383 73 77 424 200 115
376,259 536 1001 584 1233 956 2512 1837 4137 5269
377,71 1596 969 1483 293 2236 17 11 23 47
379,15 101 851 21 237 1011 85 354 872 3789
380,6 42 446 17 763 28 566 891 27 51
381,5 351 886 82 7 264 571 739 54 703
382,326 45 264 751 465 220 537 389 571 768
383,45 95 326 465 906 15 1024 1197 249 768
384,95 220 465 17 28 19 47 860 1112 80
385,4085 3037 6868 329 6909 22 3462 170 116 330
386,751 104 144 56 160 23 35 9 184 536
387,1123 684 2513 282 1688 2615 547 155 418 1713
388,25 52 154 94 88 99 51 1720 44 459
389,33 4 67 238 65 80 44 157 73 2
391,399 433 186 420 7 509 238 44 88 692
392,783 156 1757 15373 8226 1312 1399 3154 1293 8326
393,896 496 1195 1936 2288 2767 1234 1785 2566 2284
394,320 17 907 1715 344 1960 7 147 449 689
395,67 177 3602 3173 9032 10001 4177 4507 13075 13553
398,1316 1674 1767 12 97 150 405 53 615 1111
399,6 1505 7 718 566 891 112 921 209 4126
400,17 47 50 42 35 145 149 168 144 277
401,160 414 584 259 693 956 1916 999 59 536
402,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
403,911 2540 2501 1871 2367 2 371 4292 3945 357
404,2 1 17 1282 42 201 157 244 174 22
405,29 64 1382 144 168 356 1816 2517 2145 38
406,540 958 102 156 3012 912 585 147 907 4960
407,496 367 9369 44 1928 583 88 1267 202 257
409,41 31 58 99 147 1342 98 1960 96 13
410,187 128 474 325 254 133 171 318 316 314
411,9 56 886 22 2020 666 5 2043 4402 2525
412,179 255 7839 13600 5378 2163 738 88 2829 1940
413,22 48 1 88 156 2087 205 103 3357 1313
414,49 181 243 542 439 445 2046 410 59 5231
415,97 150 1602 458 405 873 3362 35 615 3936
416,1220 7 121 168 144 9 988 782 1433 68
417,94 34 105 88 87 207 49 192 826 29
418,10 36 101 848 2514 4123 804 112 641 10047
419,2590 1387 2370 392 4465 34 15404 517 1294 68
420,43 4321 41 7847 4870 60 4095 146 324 4350
421,3440 759 872 106 981 108 2187 512 3280 1714
422,208 344 85 596 813 1 29 298 188 8
423,119 299 252 63 3543 3398 3392 118 9884 639
424,44 52 790 716 301 25 656 20 281 598
425,102 7263 327 205 14127 494 988 2738 256 12228
426,27 28 11 50 136 37 363 2461 679 5
427,49 93 243 298 51 102 300 471 510 410
428,25 181 16 243 410 11292 52 44 445 123
429,1619 3737 3487 3513 3726 228 85 2233 2426 5503
430,56 16 35 213 3126 258 1975 2510 4 168
431,188 203 154 43 514 98 13 323 1236 1106
432,532 67 154 12843 1044 1593 135 1460 3726 3414
433,8 44 25 182 32 96 79 1632 229 138
435,90 1128 1244 285 1028 2620 22231 13059 1760 1969
436,96 51 44 111 138 159 220 2240 16 57
437,48 33 434 4037 103 73 185 659 272 535
438,9 353 144 11 168 415 329 5 17 149
439,41 533 31 58 76 9 2505 1578 399 22
440,11 28 17 27 50 629 42 1611 14 24
441,564 648 536 213 414 855 956 1494 594 898
442,96 182 344 16 4473 175 4474 1246 929 266
443,177 434 135 179 22 33 596 395 238 841
444,9 572 702 604 1434 1897 1931 146 301 939
445,28 27 47 42 11 5 9280 145 3461 1805
446,8036 26 7741 5750 3881 1656 8962 2831 4138 67
447,1256 692 351 49 95 2781 82 45 22 490
448,9 780 27 47 28 42 1054 50 56 80
449,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
450,52 117 159 8 44 25 425 510 500 10649
453,207 179 4 202 1899 8 596 401 695 44
454,40 39 148 77 1041 66 175 3 1331 708
455,27 50 42 188 214 446 560 37 566 763
456,546 278 67 743 541 135 2510 590 404 339
457,828 1716 706 1409 805 1179 89 23 236 243
458,41 34 349 596 109 2518 1116 264 1637 813
459,342 1108 116 160 1083 1214 259 1288 148 486
460,40 1123 58 55 4 5872 3 7 2 32
461,56 824 201 28 745 11 564 184 161 146
462,766 1653 347 321 3613 128 6557 2703 105 357
463,1125 1124 1535 47 50 243 17 27 48 3058
464,30 75 172 519 79 64 189 333 65 9
465,4524 4796 27 11 42 47 3246 28 50 5288
466,8885 8437 9405 8402 13110 10644 4488 17237 170 12232
467,90 1008 345 933 225 469 1896 1633 4036 1760
468,1186 1279 1828 1990 58 40 41 413 39 55
469,96 138 29 182 2667 208 8907 546 324 743
470,97 152 1227 1095 405 3362 873 150 1719 388
471,48 3325 65 3565 95 2 5744 2093 2595 3704
472,582 160 5 293 584 259 7 126 536 488
473,3 7 54 117 137 227 120 68 472 627
474,238 278 228 702 801 26 250 634 8 95
475,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
476,160 259 536 956 648 414 938 59 470 1225
477,11 50 1 17 203 47 498 155 214 27
478,154 93 188 38 433 15 40 41 582 55
479,67 177 118 2811 5382 3290 4483 4477 3909 250
480,23 1610 64 1334 13 131 2619 196 98 1866
481,750 857 832 970 1281 986 1185 1525 1231 1075
482,35 56 104 168 879 95 423 183 169 223
483,97 5765 9 1111 405 150 1775 5133 56 3362
484,964 347 14592 1126 23 139 350 18866 3842 4973
485,186 399 582 388 554 1456 5209 1 976 261
486,367 2830 2897 1311 2026 1653 815 4985 4290 3453
487,250 16 1174 1043 748 135 404 172 75 177
488,43 13 198 716 1448 98 97 281 335 1095
489,721 617 946 1463 7573 7150 1692 3290 1873 11365
490,66 60 116 272 103 141 251 142 862 529
491,790 22 656 1441 10342 142 2448 3493 247 4624
493,59 259 327 536 414 584 1097 648 956 19370
494,31 40 55 76 813 72 846 33 383 268
495,1222 3644 10 196 9573 1695 51 29 418 2369
496,26 453 199 546 743 135 67 235 1152 918
498,391 35 1775 1311 2897 4290 5140 4985 1939 2026
499,27 11 15 50 28 42 5 101 48 66
500,2777 101 29 36 4714 840 506 3575 4298 4159
501,76 19 3 45 4 191 389 139 133 171
503,5 71 33 48 65 489 4 988 233 3882
504,775 239 511 45 1513 832 1231 564 745 1185
505,15 36 23 154 7 161 41 31 40 243
506,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
508,96 208 2575 3586 8598 4976 6468 8199 117 2883
509,39 76 45 117 120 17 210 2 11 28
510,60 116 175 132 304 67 378 446 238 102
511,40 39 3 299 15 4363 1342 96 1858 138
512,9 22 19 144 228 917 168 4 155 48
514,2 115 73 952 2751 22 48 10523 4223 4094
515,710 1770 14361 2605 2265 1735 24 4642 12249 2738
516,59 584 259 536 956 999 1001 648 1350 5269
518,16 278 135 177 26 25 541 266 404 250
519,15 97 12 101 1682 583 1990 1186 150 1602
520,1442 930 1884 817 2671 669 70 1208 633 315
521,517 15954 11095 4006 13784 4575 9173 8178 7796 470
522,25 8 52 182 32 96 138 324 344 44
523,1662 1143 1669 1642 556 1207 936 89 1866 1177
524,236 82 848 4763 78 754 1290 865 703 19202
525,16 555 203 3502 3145 214 2716 551 38 188
526,303 1519 3648 2712 2497 765 4288 680 3645 5313
527,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
528,17979 17966 8663 133 1422 20156 103 272 301 16454
529,571 871 1629 1496 1365 535 95 112 220 100
530,28 27 587 42 50 662 19 1534 1715 1125
532,509 146 1846 1054 205 3805 5 186 133 156
533,66 304 175 34 25 712 99 44 52 1362
535,17 212 42 50 28 47 155 927 62 424
536,39 55 249 1100 3308 152 1847 873 170 48
537,264 571 871 1629 688 1365 4483 726 1736 1496
538,408 1069 2291 548 1032 170 1239 613 2526 10855
539,301 177 716 281 13 598 199 1343 801 352
540,4688 625 1062 678 517 428 755 770 1213 579
542,154 40 41 58 39 45 31 51 96 29
544,82 936 805 19 1290 1177 33 1479 972 1207
545,75 228 226 52 172 20 4 33 80 61
546,55 58 349 76 1049 15 101 3 1177 1030
547,93 38 188 211 160 358 901 214 520 44
549,60 175 304 378 309 736 44 2446 238 1755
550,4 44 52 96 1123 1393 88 138 2 29
551,17 28 50 11 181 243 2259 846 136 239
552,94 99 60 590 148 66 339 4472 176 304
553,41 39 32 77 60 182 96 344 175 25
554,159 120 510 957 533 1050 778 633 771 1375
555,249 639 1273 1146 15 129 242 928 1 2499
556,159 120 913 903 732 43 500 1805 1579 1257
557,3 1377 1186 802 152 3399 150 1682 2097 185
558,8896 3150 9904 5859 2578 15554 7598 811 5043 5396
559,9954 19335 17790 1021 5949 4913 13569 13519 9800 2246
560,8775 156 18650 102 16870 15145 64 13 11190 21039
563,22 77 60 20 2 148 631 702 65 260
565,112 1391 939 4592 54 5284 559 916 218 953
566,2098 268 16888 5776 13650 6804 1419 4862 1581 7219
567,1425 1604 3452 2637 1729 697 3592 1870 1796 3075
568,14 2562 28 2206 17 47 11313 37 2359 3990
569,15 101 229 132 44 8 27 1514 11 366
570,138 324 344 66 60 116 148 175 134 712
571,578 260 451 830 33 691 93 749 80 1444
572,1055 564 827 480 638 569 451 578 760 1749
573,8 38 59 278 320 93 540 708 584 211
574,4441 1008 5044 234 3090 6102 2832 6064 12640 1633
575,199 85 2036 1670 1152 11653 66 1198 1222 60
576,77 60 116 175 134 105 391 12 327 279
577,17 47 50 37 192 3228 447 27 1526 285
578,735 3068 883 4987 4033 6336 4190 1705 1764 15515
579,447 739 2875 883 270 571 1917 90 105 297
580,77 66 1046 148 4 175 265 20 134 16
581,1532 1535 17 50 37 27 1715 33 42 249
582,1555 2660 6777 1764 9770 7818 13434 979 726 517
583,203 358 214 1978 1855 72 232 1450 1651 2550
585,17 239 511 986 1231 28 1185 1281 47 832
586,147 34 367 5755 154 1840 842 585 2906 7336
587,129 39 31 573 6825 7134 1424 6305 6053 6304
588,239 511 25 159 7258 198 43 3107 57 64
590,3623 11376 6 728 236 1290 21728 11156 547 1582
591,27 11 42 116 28 645 203 50 323 520
594,376 7 4082 4076 15 292 101 2962 354 5932
595,40 55 291 411 905 3 9534 80 174 1497
596,249 212 299 146 742 1194 102 300 5 639
597,299 2488 1499 19 80 3022 8 157 1737 1
598,532 136 1939 206 415 298 2503 710 1031 1050
599,23 13 98 71 294 348 97 43 198 9
601,39 40 58 55 76 9 17 27 4 77
602,103 33 48 194 4 56 73 370 24 10
603,8 52 2846 2850 428 625 3672 225 308 36
604,135 57 64 177 399 582 199 250 634 9
605,694 1481 7 145 743 2453 1058 136 296 3667
606,1573 1723 2724 2218 3300 3709 3355 425 620 18210
607,90 46 227 112 137 114 231 42 131 402
608,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
609,590 345 72 108 5440 2684 16827 339 17327 1530
610,168 390 45 95 915 308 653 884 9 111
611,63 22 48 103 141 330 663 2 4 5365
612,13 25 17 19 27 43 348 4 106 33
613,2558 526 5362 6111 547 3681 236 3284 6599 36
614,14522 14521 325 21 78 195 3387 12644 12949 1
615,105 365 6367 1616 6825 19 23 6526 6824 6052
616,7 33 48 65 73 1008 766 345 950 4
617,34 51 467 579 573 129 376 242 430 313
620,9943 716 13110 12216 12232 11314 13127 1343 897 35
621,117 463 896 51 1195 21 29 8097 509 751
622,22 521 1522 48 2 690 1354 1630 73 265
623,226 11 50 17 47 27 37 1131 1737 145
624,11 27 28 42 1391 145 1393 4592 287 559
625,8 105 512 43 64 25 298 302 356 57
626,11 17 47 27 19 145 42 33 174 1391
627,8 25 179 181 284 52 33 913 59 596
629,81 99 88 1428 34 14 9196 2598 3535 431
630,27 28 344 22 1816 1073 2517 2145 5 7
631,1122 21 460 226 1478 6278 7887 21120 21133 901
632,8 1 238 278 16 214 203 93 271 188
633,60 175 148 579 8 1 736 2446 279 593
634,41 1108 39 31 1214 1083 55 76 1 486
635,1124 1535 1715 19 80 750 6 1947 511 375
637,526 706 1207 936 52 58 1177 40 1695 63
638,28 1593 831 2531 571 95 1699 1206 3417 105
639,22 42 28 47 11 37 141 103 330 136
640,8 52 25 371 3038 24 1217 14 3992 2560
641,39 40 11 55 50 27 76 42 807 37
642,624 936 1051 884 978 754 1290 186 805 582
643,121 216 125 1292 371 1557 10 15732 1504 2083
