user_id,item_list
113,372 258 104 168 9 240 5444 14254 1283 267
114,71 17 5 224 35 111 80 6 1 319
115,87 180 221 19 2254 35 3497 46 8692 4469
116,1462 895 15497 6289 3247 1315 4326 4084 1222 1556
117,11477 914 3462 6650 538 1717 8859 1759 1332 1980
118,448 402 380 473 950 949 944 210 78 1478
119,2470 29 1220 3 1293 45 9401 13489 651 2853
121,49 513 18904 5470 676 13107 21163 69 412 1592
122,1 7 14 15 37 26 3 40 9 6
123,1385 266 574 11232 7934 21284 5163 7023 839 1285
124,94 34 346 955 715 1342 84 1198 31 127
126,2662 63 286 9543 12254 4562 3635 1099 15068 5585
127,618 592 2 11 40 3 12 39 15 4
128,498 178 223 19022 10921 2293 1140 1431 63 2874
129,147 40 262 585 3 1443 4 392 1722 1960
130,4 116 831 1582 617 26 2531 175 1 81
131,4 81 2 31 58 7 55 9 88 15
132,958 383 988 81 303 10 8438 350 3269 996
134,4 80 2 174 6 73 8 65 151 61
135,2001 335 2733 12654 3278 5293 338 8689 1423 3864
136,4991 1764 4198 18770 462 3713 1299 2606 3758 1673
137,2 157 17 67 320 23 53 444 164 8345
138,34 12057 114 6492 3709 183 19086 199 445 181
139,168 56 6 22 20 7 14 144 24 73
140,1156 296 3962 6112 190 73 4886 2974 1242 1522
141,5 43 17 7 30 44 39 28 12 47
142,114 6 883 202 8 3 51 2 16 179
143,110 830 11810 1285 1287 1996 6876 616 629 1312
144,2469 10391 169 317 8428 12279 1373 69 130 4238
145,4 28 22 19 8 10 3 56 47 1
146,162 87 7 230 603 1 14 759 114 10
147,89 19 1007 3 90 95 97 6405 2318 7259
148,65 2122 6240 2586 633 1817 2686 210 5210 18908
149,264 6923 580 217 50 7536 508 145 36 338
151,2882 697 2023 657 4617 1616 329 985 1724 1375
152,4 6 1 87 15 118 2 8 66 54
153,36 1844 95 5 14 1761 256 13616 3971 9126
154,8 58 172 80 481 135 31 156 9 2
156,50 42 37 5 451 20 124 1 136 691
157,7027 171 6428 6425 6197 3071 6725 99 2200 4810
158,1 35 157 19 103 95 48 20 8 184
160,1 141 6 134 60 83 330 67 297 72
163,1274 4342 3472 328 20667 17401 836 1494 7663 10849
164,72 4 1 391 14279 339 3170 2974 1780 26
165,10197 13611 555 108 15867 15916 4703 11593 8999 13458
167,7 4 20 271 330 1 423 216 817 236
168,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
171,145 10 487 51 21 18 4146 28 277 317
172,1219 332 973 1103 425 7 149 666 782 144
173,907 2013 320 262 1387 4 53 2 64 1637
174,8739 3225 1381 2345 5099 1863 1255 3638 6196 1575
175,4445 1527 374 283 4993 1907 1056 1507 1303 665
177,6 47 84 7 210 42 8 33 5 1341
178,155 2 83 6 4 84 247 21 1 52
181,1321 794 1019 587 53 10530 1899 13849 13065 2087
182,164 15 122 28 379 939 45 679 12765 6368
183,1829 4507 1030 13076 2529 429 1143 2379 5300 5815
184,332 222 61 3 191 50 1526 1826 2299 949
185,252 1733 1256 119 54 137 22057 88 1200 14003
187,17 5 165 2 186 11 399 325 28 27
188,1 306 120 18 72 51 263 2702 213 12168
189,94 4 88 72 67 29 51 6 346 715
191,34 99 738 392 2543 262 2963 5806 40 39
192,200 21120 3140 6400 21827 4598 8390 255 15097 1263
193,121 1205 11732 173 22 65 448 75 423 196
194,102 195 4054 2516 1103 645 10531 314 285 3073
196,1424 910 5127 1278 181 563 669 5130 695 9068
197,405 2203 924 615 29 1111 13 2390 177 337
198,5742 76 403 2280 31 562 79 6493 207 523
199,181 146 3 8 7986 64 13 29 4628 4115
200,225 303 435 7960 5575 367 438 199 14344 2207
201,14 174 427 4 311 327 1109 673 73 165
202,2 11 18 10 1 101 51 4 59 293
203,108 362 3076 14901 14903 14900 14906 14902 14898 14905
205,4 8 75 22 6 72 33 5 60 103
206,70 206 162 5279 5280 5302 36 2268 214 981
207,278 14 395 12 571 238 46 757 634 381
208,22 4 39 20 6 41 2 76 17 103
210,103 14902 14899 14900 14897 14901 14903 14896 14904 14898
211,214 230 645 1 323 603 211 8 1296 1450
212,51 88 7 81 21 365 162 217 105 273
215,738 17 1920 544 303 8997 1272 1266 7086 121
216,63 800 155 510 46 79 359 2009 6 500
217,258 9 56 310 803 1082 35 49 240 184
218,25 43 109 52 7 98 312 87 16 130
219,3745 5123 2308 4964 2679 49 793 1683 2001 555
220,7608 6286 2408 1442 2033 1171 14899 14900 14898 14903
221,86 294 653 3039 4230 1075 5891 13156 7324 796
223,569 1205 6560 489 4263 18722 5914 524 669 166
225,781 8 404 4221 180 67 1058 388 884 327
226,6 4 235 1 25 230 90 237 234 70
227,103 212 402 7 170 14026 194 22 1127 841
228,623 145 14898 14897 14900 14899 14901 14895 14902 14896
229,70 2 1 44 546 177 30 74 587 447
230,468 641 18776 15230 16991 8065 3365 9616 2037 1634
231,826 642 2589 36 118 202 241 8051 3455 44
232,306 15 19 507 284 845 1741 5453 21512 3562
233,6 464 965 29 671 19 494 70 4756 25
234,7059 774 559 629 242 145 2687 1426 1145 913
235,58 40 21 8 55 25 43 664 5 94
236,175 134 22 7 460 8 21 6836 681 659
237,1283 90 60 471 116 182 1470 3815 102 1844
238,1563 609 5158 8174 248 1108 276 1338 8927 380
239,1326 511 1525 986 3481 355 750 562 1231 5
240,2689 2913 29 205 2250 2533 546 634 302 2616
241,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
242,4264 853 13334 13333 53 7607 573 183 1480 361
243,13364 159 2495 8 25 1841 12660 1957 1251 597
245,2133 123 9264 16800 21677 13317 3957 133 15389 207
246,17 650 13521 5131 777 19004 21637 485 1512 3498
247,121 2259 846 688 310 6646 177 188 508 558
248,79 7611 9369 11345 12 4477 6 26 11340 83
249,592 5791 3554 7608 2419 1750 12235 435 15489 887
251,33 2 110 8 64 177 151 83 3 374
253,10 2665 482 16 4 494 1000 1136 49 2103
254,612 2244 139 254 1620 1374 146 408 1696 316
255,8 9 3 14 20 73 24 5 45 7
256,45 465 537 95 4 191 220 26 6 8
257,6319 12 569 18896 5612 21337 6286 11826 609 12794
258,2 7 3 36 140 88 6 14 131 81
259,5 8 3 6 16 29 154 4 63 9
260,1 1035 877 638 124 306 1598 59 1820 927
261,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
262,50 5 104 1 3 30 277 56 136 45
263,60 2910 586 245 164 1019 88 7 453 1035
264,19302 3306 4409 18859 2713 101 36 695 4501 131
265,714 20970 423 653 20186 9675 987 751 7 1309
266,223 2039 53 1266 2721 659 1053 14903 14900 14895
267,2309 1688 1123 524 18 2513 2615 21 7294 17760
268,6 474 2375 353 4163 1190 1183 9179 698 3039
269,28 1562 10601 3486 11541 32 4524 10351 187 7942
270,1514 271 838 486 1890 2038 1626 9245 754 1533
271,131 701 7 113 308 1741 1251 5901 3179 5407
273,193 3396 6934 14813 589 10240 2091 270 2976 3761
274,102 128 267 698 386 276 300 890 1225 1677
275,92 909 14899 14897 14898 14895 14901 14900 14902 14896
276,239 76 5742 403 10 864 2380 3411 11515 2634
277,7 430 313 561 1286 32 376 2517 10 573
278,7 125 4 1375 5 59 10 1431 510 399
279,68 90 12752 18 271 2449 3733 10419 2350 4947
280,15455 33 20734 168 8353 15213 1197 11001 466 6318
281,618 24 56 10 53 240 76 146 4 1108
282,8 67 66 134 3 2 85 24 14 26
283,4 7 9 14 106 26 24 177 25 132
285,4721 3847 6236 2579 4366 1897 1775 1103 2879 1311
286,15 680 101 677 113 3318 2702 1798 3881 1691
287,6700 2355 391 1765 19499 361 15130 1828 8786 1864
288,4866 1372 1095 10230 7492 1155 682 11088 8258 7674
289,479 390 333 1324 10032 1130 895 1462 1556 8030
290,34 3 36 392 2 4 262 227 15 72
292,146 3 2 165 171 316 1 13 1101 20
293,12 661 2983 200 1452 776 103 1045 118 2600
294,15 108 699 1234 539 31 36 39 53 1061
295,512 2623 546 385 926 11227 6165 3015 4323 548
297,485 302 3 58 183 632 5792 21260 5688 7092
299,2 82 25 754 706 7 157 75 26 2034
300,6 4943 130 251 33 4824 36 13559 472 3224
301,2 29 107 81 36 34 1 241 31 87
302,7 44 69 2 67 6 65 20 14 285
303,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
304,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
305,68 1649 36 1275 117 248 166 1063 2090 6022
306,34 455 14546 376 5884 3258 976 17752 6597 183
307,1188 78 4518 21989 6651 9797 819 456 877 1133
308,16374 12617 8579 685 6573 4800 1380 439 2670 505
309,13982 312 1401 562 903 1084 355 1579 1366 8070
310,401 202 334 813 596 262 72 162 590 8874
311,11207 12703 10701 546 9967 94 5408 5146 14900 14901
312,3421 230 13435 1394 602 503 292 295 234 14
314,4 56 727 240 704 296 12 79 11 386
315,979 401 34 4 590 62 94 670 813 99
316,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
317,1159 1034 12799 1325 485 54 2586 2671 1817 3371
318,32 592 2967 279 22 3043 330 1 133 1336
319,2955 7974 795 2751 9237 518 1389 1103 736 165
320,4343 169 750 239 12799 14538 1159 135 4415 18965
321,676 10338 15775 3152 1150 7198 1699 965 17204 472
322,20906 47 1306 698 2555 714 102 21030 15086 9619
323,860 880 45 906 1024 792 768 621 19 537
324,847 2408 564 572 1122 578 14898 14896 14900 14899
327,1362 300 647 16 3098 331 416 112 262 442
328,1514 15964 993 17443 76 1614 1233 14382 10543 7338
329,12603 120 881 688 834 1958 1511 1315 2122 1754
330,563 4849 5 318 60 254 476 1101 187 10306
331,944 344 115 508 2226 4512 19627 15781 2705 473
332,618 2 6 1288 4 7 39 148 33 60
334,56 18 349 7 390 5 1 287 184 480
337,8000 7518 372 5229 11350 11233 4122 4777 9869 104
338,4 14 104 9 599 1200 211 7763 292 1531
339,82 983 308 48 1669 22 328 1118 1290 236
340,137 112 4371 2821 229 305 12017 2773 21829 18775
341,1643 1380 879 820 2481 123 622 776 2412 731
342,1188 7479 571 1026 953 10417 846 4251 8372 834
343,76 3 10 8 56 30 71 23 69 20
344,2794 3782 10791 4813 3000 109 18358 12346 6764 8003
345,1838 1404 10761 49 16 10171 1857 7034 1871 467
346,2 16 1 75 106 44 36 47 14 10
347,3 170 45 82 219 115 1 164 84 20
349,35 84 383 254 112 788 8 938 2286 994
350,2023 4841 657 1040 19 14335 3781 2251 78 135
351,944 19904 115 1736 344 508 191 651 4512 19627
352,1063 474 1000 398 2375 3524 267 353 16479 4163
353,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
354,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
355,209 77 127 18 7 8 1039 14 317 1503
356,346 121 11837 1624 627 1047 1555 2352 6590 3056
357,17 760 28 19 578 27 2801 1055 2800 47
358,380 68 4554 21 295 950 106 944 1454 949
361,133 3 39 64 1 2 40 254 34 5038
363,69 7 117 83 800 52 291 82 500 32
364,1321 1304 1197 2033 2255 3030 302 1785 933 1464
365,609 5758 4554 7326 2396 213 4167 1413 4233 9884
366,46 1680 74 6012 1442 3498 3801 164 3056 336
367,11055 547 3695 4458 707 1056 89 308 7434 347
368,160 102 441 456 444 293 584 10168 150 1004
369,16 119 52 226 377 266 10546 1 32 6944
370,21416 759 29 30 9001 2300 9330 15576 4657 6638
371,183 12386 51 9834 576 298 2101 461 199 21356
373,5633 3873 4897 28 1218 11 4211 4223 3168 13230
374,173 4310 9187 806 1115 2586 332 8847 1180 54
375,84 70 157 1624 27 68 65 103 565 25
376,536 584 2718 956 274 1039 414 442 18 5269
377,293 1483 71 1596 233 2236 379 23 86 128
379,177 1170 5619 102 105 908 11025 12954 130 20399
380,491 5086 1538 10276 134 2750 20 5438 1971 24
381,655 810 287 321 6318 3109 18021 208 1555 2998
382,6465 46 4786 317 15810 8675 11681 5205 19146 1042
383,170 6280 409 173 9839 406 3979 7936 18692 15422
384,4 95 6 326 2 1 465 191 220 7
385,9 2 20 83 133 65 22 66 148 314
386,126 414 1627 12 89 751 49 723 3 29
387,3116 5891 78 2301 1123 59 51 271 368 2074
388,6 10 174 6436 8 215 7 88 2261 741
389,225 507 127 404 147 21422 412 1378 38 7595
391,6 4 214 179 3611 203 70 360 368 75
392,64 2113 1556 169 180 1078 398 408 11840 306
393,440 6 539 765 956 4967 4762 15842 946 101
394,17 2 1 7 4 8 3 5 10 138
395,470 125 1278 7789 4909 5676 62 1690 3163 19869
398,1674 1767 1316 33 169 53 320 77 593 66
399,86 420 777 2793 21498 289 1288 46 1214 2174
400,5 184 620 1271 1293 10352 760 1602 101 1465
401,741 59 2815 1714 192 19834 7192 10060 2831 16394
402,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
403,1359 36 14181 291 905 532 625 97 4723 548
404,2 1185 491 239 30 792 21 122 7 78
405,29 3 6 331 64 98 7 104 13 1816
406,5657 180 13043 715 3991 1676 13777 1814 300 1557
407,3514 4522 784 10019 1254 14070 9400 3656 7307 8137
409,94 41 3 99 320 31 2 585 147 53
410,472 6 16006 2004 16173 15264 1785 546 3142 1943
411,7 4 89 2178 2138 1000 848 3753 44 1096
412,52 708 4285 1920 2600 814 34 8810 1072 4190
413,1412 2133 11159 820 2588 1512 1002 631 5782 1320
414,14234 3786 7636 29 4512 1070 1963 15350 19434 18256
415,1199 2911 899 2247 1904 18591 204 8762 15023 873
416,222 559 10667 6142 865 107 2529 374 658 10
417,217 5082 10 88 447 211 73 192 121 215
418,840 7114 3486 5017 2617 257 1427 508 2732 17486
419,2163 17 1272 303 51 36 8997 544 7778 70
420,133 4321 4350 4870 31 146 6525 344 7108 318
421,6 108 183 88 46 647 127 264 237 106
422,85 208 15 1394 596 182 10 869 196 538
423,790 1188 105 1491 2464 2227 7740 10599 63 3001
424,2581 163 438 2607 2555 20 14144 244 201 122
425,13243 3147 15500 5666 574 1929 2656 16259 10007 1944
426,2 5 11 951 14 1761 7 172 4774 8717
427,7 81 131 6 51 1 18 217 15 180
428,173 4915 1387 11110 115 1786 262 15346 410 10638
429,4 3513 3726 845 3737 393 3487 1619 81 202
430,8 72 170 48 46 156 688 88 396 177
431,514 203 214 211 230 162 3 188 1450 1978
432,532 285 4 257 1765 2 19 5551 63 178
433,79 25 16 49 586 107 1793 118 991 1968
435,54 1180 2054 73 3651 25 10083 1760 6877 108
436,1 3 182 44 125 49 5 51 410 57
437,671 68 13 64 93 15641 382 751 385 1631
438,9 5 3 144 50 4 168 2 17 353
439,4 7 41 2 533 31 9 76 79 102
440,4098 562 14825 16257 3340 1171 16957 13828 1451 504
441,536 3 648 17 14 136 7 5 956 2191
442,1432 4 3428 846 3 3756 4486 7 112 2541
443,88 177 381 1159 164 1237 62 574 5943 1236
444,751 209 201 688 1228 12 292 385 127 18
445,124 103 21951 2 728 632 371 8771 1058 1198
446,4771 16374 7594 8579 12617 3989 1866 1334 685 4487
447,535 3751 1283 2638 7541 14121 426 816 941 6916
448,150 59 458 4102 2948 18133 323 45 3872 2191
449,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
450,1215 84 176 2209 16833 10425 75 846 998 2647
453,51 26 162 131 24 1061 4 118 127 177
454,40 39 2 4 5 268 3 320 303 648
455,4 891 24 8 188 42 446 214 9 2009
456,2533 748 1521 2980 838 6583 273 17238 221 1305
457,828 706 805 236 526 89 1716 308 1880 983
458,34 40 41 21 66 88 15 4 85 505
459,273 1001 112 387 10 76 196 545 158 3581
460,18 38 140 3 87 21 2 2615 58 1123
461,28 11 63 8 5 1 564 124 201 30
462,4600 550 164 635 1357 65 17849 778 367 1948
463,182 208 5 2 3 20 4 11 21 112
464,4760 8997 2705 670 11324 695 10971 125 209 8922
465,245 1263 69 89 2655 2782 1111 2247 15447 20
466,8885 4488 8402 9405 77 8437 593 133 3290 9846
467,289 341 875 2178 380 5904 53 1811 14775 8558
468,460 7 658 69 207 162 927 333 5673 7671
469,7942 8910 266 5114 296 4025 43 1021 590 1000
470,405 2203 615 423 517 924 3362 672 15215 482
471,11873 91 7507 61 611 1918 2559 19123 333 14003
472,5 86 433 37 160 293 137 7 1483 584
473,5194 466 4541 1055 4831 1865 621 640 14902 14900
474,157 7 80 241 3557 2479 2142 4408 3668 57
475,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
476,2783 471 4318 2024 1321 1899 13065 1932 1464 8364
477,1787 10352 16581 3934 2363 3015 3010 25 107 4818
478,154 38 15 4 514 7 10 36 106 303
479,1150 3865 14904 14901 14902 14899 14905 14903 14906 14900
480,123 489 620 623 282 5918 7525 8912 7170 385
481,16 6060 21 1231 29 769 158 443 1525 64
482,108 7455 3044 76 1280 3515 275 88 608 6388
483,405 2103 672 458 615 4977 1762 15215 2665 482
484,964 1240 5320 7089 2445 1315 11953 11085 705 351
485,18 90 7773 2059 3158 640 153 67 1105 548
486,2350 390 2705 50 2042 112 21 451 3182 42
487,501 748 2533 177 135 1043 261 510 9960 438
488,43 20889 133 254 13 81 165 474 996 75
489,394 845 131 1319 1321 8973 14728 16601 8410 26
490,8806 783 169 6682 1091 4664 170 18604 3566 7312
491,1229 4119 17455 6605 1814 10772 63 2044 4927 1275
493,640 332 16288 1961 391 495 3286 674 440 16523
494,72 14 8 207 255 49 88 202 813 44
495,2101 5927 81 493 222 1222 9780 1810 155 2184
496,470 553 1753 18539 525 1297 4221 24 8765 10937
498,53 383 189 11378 3210 274 1000 7927 219 12102
499,6 30 33 922 11 422 26 46 3 62
500,3751 5930 5165 79 895 83 643 101 4 10326
501,40 4 76 45 19 3 20 10 65 32
503,233 17366 91 402 420 294 196 1281 2690 2468
504,131 101 8876 36 9921 375 1546 210 86 745
505,36 107 4 384 418 247 1038 506 981 1
506,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
508,2575 5 2272 6784 5006 651 5115 3008 3586 4698
509,2 76 4 31 59 8 83 18 7 9
510,116 175 60 132 203 20 80 22 8 14
511,40 39 99 3 20 53 15 8 6 1
512,231 9620 1751 2880 260 251 239 238 57 1053
514,75 845 2128 4866 21767 8 189 396 11128 2490
515,3751 1770 14098 1442 3569 715 847 9770 2747 92
516,574 7390 274 994 4669 17591 1190 2223 16279 8468
518,16 6 965 1 6164 549 586 4564 998 278
519,305 1804 69 671 153 245 2782 374 889 1166
520,860 6 1690 2882 9674 4066 9337 1733 11123 10596
521,70 7778 6 327 6319 1555 6321 1978 1526 3370
522,22006 52 402 296 172 1 12067 445 2330 1513
523,1143 89 1642 308 805 526 936 1207 1700 1177
524,2468 848 1863 723 195 690 33 2530 1384 8008
525,87 2 18 36 10 88 16 109 158 105
526,6781 3648 9083 8180 11713 14456 633 8144 5587 2712
527,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
528,6 103 1 134 279 60 4 424 8 77
529,280 173 7995 6979 5393 3472 737 4615 367 102
530,38 3102 362 212 918 827 1234 174 181 9525
532,2658 13160 425 20 1078 267 187 504 398 21276
533,148 304 4 66 20 35 6 44 53 133
535,178 5053 1925 2141 1408 626 1649 1541 59 13501
536,39 55 4 65 19 141 115 68 82 2
537,13552 3689 8744 11988 4081 16827 1736 19472 11108 15538
538,8334 6049 3218 8814 347 408 8815 6871 5598 643
539,177 199 1 43 5 14 9 13 1152 743
540,4688 1062 517 16075 121 6777 456 15291 1710 1304
542,83 178 5297 117 131 1924 1 159 1298 243
544,236 82 624 805 526 343 1409 1370 89 983
545,52 75 95 834 147 67 167 266 396 30
546,1049 349 282 224 953 2731 226 611 7264 330
547,179 32 35 4246 490 2688 11464 987 2074 344
549,116 3 175 49 20 5 24 43 304 1539
550,7 51 2 18 29 36 10 303 85 87
551,14 882 100 124 2541 10401 1036 665 121 283
552,512 224 339 238 21902 177 2031 6911 4879 3469
553,41 39 3 2 16 36 14 96 15 33
554,3 18 7 806 506 53 43 957 480 1
555,249 1733 3461 216 93 15449 1 72 1117 504
556,11 18308 549 30 63 7691 10026 791 159 787
557,484 16810 12355 469 2029 425 788 4885 13793 1112
558,1749 805 629 8372 9904 7887 7529 1007 777 1399
559,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
560,418 320 3098 329 2674 3830 2707 123 5729 12603
563,22 19 260 61 48 163 141 424 2 134
565,168 690 1147 192 2074 184 1095 2271 92 3736
566,6806 933 13960 822 2932 235 3897 8438 11024 1827
567,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
568,15237 140 2096 298 85 9938 366 3323 2306 2206
569,18 207 229 11 70 352 6 97 106 74
570,138 45 74 183 688 34 3063 1570 75 4759
571,1248 691 2073 597 5673 3871 846 5039 3142 18483
572,480 117 120 2 775 1502 1749 569 749 2219
573,199 211 38 177 20 160 2115 85 133 3
574,6456 117 2555 266 4525 178 3992 1930 2980 7967
575,1424 7004 3009 5338 235 14371 1860 2288 20870 8548
576,183 690 365 19415 8345 9196 14362 2924 2720 2789
577,727 1137 5361 4035 3916 516 12013 847 17559 1672
578,19019 10572 12861 6336 572 6318 1632 21653 13808 3296
579,447 6 647 29 512 167 105 25 1 45
580,1066 4754 175 5244 77 266 12024 6120 501 8721
581,5 17 122 42 37 23 27 33 1532 1535
582,9221 20275 448 1762 8992 8343 1035 18090 723 4478
583,203 214 1 232 211 3225 358 1855 2 1978
585,511 1281 2444 4623 239 1231 3169 3039 28 2408
586,34 1840 154 262 689 147 29 405 5755 38
587,99 7 3 31 15 8 39 36 129 29
588,4 159 18 11 22 5 535 155 178 5961
590,4614 234 231 5984 560 204 215 509 387 8360
591,32 1 20 6 42 49 163 1855 203 188
594,376 7 3 2 15 196 119 249 299 252
595,6 4 31 26 506 411 80 1546 7 157
596,9 98 29 1033 10585 171 3997 928 191 8594
597,226 172 6 383 678 409 279 103 15 234
598,11 14 38 2 56 87 206 13 8 6
599,1067 5080 293 122 1461 45 23 847 7272 2860
601,26 100 976 163 940 20 838 1835 370 2207
602,7 73 127 240 125 3157 3220 224 462 660
603,7 358 566 266 46 49 632 1220 26 603
604,278 115 135 4 177 3373 164 98 749 1
605,17 24 50 42 70 7 28 59 127 145
606,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
607,189 1137 7334 292 14486 1998 1667 1848 5018 303
608,14897 14895 14904 14903 14902 14901 14900 14899 14898 14906
609,1744 5924 283 119 12085 24 1079 7104 20666 1858
610,2502 4178 20946 109 248 648 31 18613 11974 16157
611,4713 524 12292 729 3220 2079 510 340 4887 2606
612,2288 1 8 812 12039 6319 8859 766 16796 2713
613,1828 2558 1745 6111 101 18 1990 236 7 8444
614,388 37 2 383 338 8979 21 5753 5715 7701
615,54 90 62 161 112 52 276 883 38 405
616,6138 7400 1860 4615 2464 981 5694 2957 19152 9566
617,34 14 6 45 30 1 51 106 131 345
